Game_ID,Date,Season,Team_H,Points_H,Team_A,Points_A,H_Team_Elo_Before,A_Team_Elo_Before,H_Team_Elo_After,A_Team_Elo_After,H_Last_10_Avg_Points_H,H_Last_10_Avg_FG_H,H_Last_10_Avg_FGA_H,H_Last_10_Avg_2P_H,H_Last_10_Avg_2PA_H,H_Last_10_Avg_3P_H,H_Last_10_Avg_3PA_H,H_Last_10_Avg_FT_H,H_Last_10_Avg_FTA_H,H_Last_10_Avg_ORB_H,H_Last_10_Avg_TRB_H,H_Last_10_Avg_AST_H,H_Last_10_Avg_STL_H,H_Last_10_Avg_BLK_H,A_Last_10_Avg_Points_A,A_Last_10_Avg_FG_A,A_Last_10_Avg_FGA_A,A_Last_10_Avg_2P_A,A_Last_10_Avg_2PA_A,A_Last_10_Avg_3P_A,A_Last_10_Avg_3PA_A,A_Last_10_Avg_FT_A,A_Last_10_Avg_FTA_A,A_Last_10_Avg_ORB_A,A_Last_10_Avg_TRB_A,A_Last_10_Avg_AST_A,A_Last_10_Avg_STL_A
7914,2013-01-07,2013,CHI,118.0,CLE,92.0,1564.7806215419512,1327.030994281728,1569.6203096001907,1322.1913062234885,90.0,34.3,80.1,28.8,66.8,5.5,13.3,15.9,20.3,11.7,44.2,23.3,7.2,5.9,92.6,35.2,84.8,27.8,63.7,7.4,21.1,14.8,19.8,12.6,42.9,18.5,8.1
7913,2013-01-07,2013,NYK,96.0,BOS,102.0,1613.0028726939067,1516.2073263532338,1600.8996045098106,1528.31059453733,103.3,37.8,84.2,27.3,54.7,10.5,29.5,17.2,23.3,10.7,40.0,20.1,8.7,3.4,88.6,34.9,81.6,29.1,64.3,5.8,17.3,13.0,16.6,10.4,40.8,22.7,8.5
7911,2013-01-07,2013,NOP,95.0,SAS,88.0,1379.0534168034667,1689.8459712598835,1396.9879635603654,1671.9114245029848,87.1,34.9,80.0,28.4,62.4,6.5,17.6,10.8,15.5,11.7,41.7,20.7,6.1,5.9,106.2,39.3,84.2,29.0,58.4,10.3,25.8,17.3,21.5,8.5,42.6,25.0,7.8
7907,2013-01-07,2013,UTA,100.0,DAL,94.0,1516.3639714670155,1427.083791921152,1520.5033178802398,1422.9444455079276,101.9,37.2,80.2,30.8,63.2,6.4,17.0,21.1,26.4,10.9,40.8,22.8,7.8,6.0,99.8,38.0,83.5,30.9,64.0,7.1,19.5,16.7,21.3,9.0,42.9,21.5,7.6
7904,2013-01-07,2013,POR,125.0,ORL,119.0,1473.9364585372548,1401.201769277566,1478.4179661502972,1396.7202616645236,96.5,36.7,81.3,28.6,56.9,8.1,24.4,15.0,19.2,10.7,42.5,21.1,7.0,5.0,92.8,36.7,80.9,31.6,63.6,5.1,17.3,14.3,17.6,9.1,44.1,23.3,5.0
7921,2013-01-08,2013,MIL,108.0,PHO,99.0,1478.498656831786,1433.861196412377,1484.9280726425698,1427.4317806015933,98.5,37.3,87.4,31.1,70.6,6.2,16.8,17.7,23.3,14.9,46.9,21.6,8.3,7.9,94.8,37.5,82.4,31.7,63.5,5.8,18.9,14.0,18.6,9.5,38.2,22.2,7.3
7922,2013-01-08,2013,PHI,89.0,BRK,109.0,1450.948264007515,1491.6844903409283,1433.7973295288812,1508.8354248195621,99.2,40.1,85.6,33.9,67.9,6.2,17.7,12.8,19.2,12.2,42.2,24.0,7.5,5.3,93.5,33.8,78.4,25.9,57.0,7.9,21.4,18.0,24.1,11.6,41.6,19.2,7.6
7923,2013-01-08,2013,IND,87.0,MIA,77.0,1563.0518797486518,1595.5870310009846,1572.592538330818,1586.0463724188185,94.9,34.9,80.4,27.3,61.4,7.6,19.0,17.5,23.5,13.4,46.3,21.3,5.9,6.7,102.0,38.6,80.0,29.7,57.0,8.9,23.0,15.9,21.8,9.4,39.8,22.5,7.1
7925,2013-01-08,2013,HOU,125.0,LAL,112.0,1597.5787836222494,1528.8254406696685,1604.8150119864642,1521.5892123054537,110.9,39.0,82.9,28.4,54.1,10.6,28.8,22.3,29.2,8.6,42.3,24.6,8.3,5.0,106.4,37.8,83.4,28.0,54.9,9.8,28.5,21.0,28.8,12.6,45.1,20.2,8.3
7927,2013-01-08,2013,MIN,108.0,ATL,103.0,1467.2200003830358,1546.7265438831546,1474.9625925396747,1538.9839517265157,99.1,36.3,85.4,30.0,65.1,6.3,20.3,20.2,26.9,14.5,47.8,21.8,8.6,6.2,93.7,36.1,79.3,26.6,55.7,9.5,23.6,12.0,17.2,8.6,40.2,22.8,8.0
7949,2013-01-09,2013,CHI,96.0,MIL,104.0,1569.6203096001907,1484.9280726425698,1555.8335283816857,1498.7148538610747,91.7,35.3,81.4,29.4,67.7,5.9,13.7,15.2,19.4,12.3,44.5,24.3,7.4,6.2,89.8,33.6,81.9,27.8,64.7,5.8,17.2,16.8,23.4,12.6,40.8,19.5,9.2
7947,2013-01-09,2013,BOS,87.0,PHO,79.0,1528.31059453733,1427.4317806015933,1532.9028873721084,1422.839487766815,97.4,37.6,79.7,32.0,63.2,5.6,16.5,16.6,21.7,7.2,38.6,22.5,10.3,4.5,95.6,37.5,83.5,31.9,64.3,5.6,19.2,15.0,19.4,10.4,39.3,22.1,6.9
7943,2013-01-09,2013,DEN,108.0,ORL,105.0,1603.3676397158945,1396.7202616645236,1604.997266294024,1395.090635086394,106.3,40.2,83.0,34.0,65.6,6.2,17.4,19.7,28.9,13.4,45.9,25.8,9.5,8.7,96.1,38.1,82.2,32.3,63.2,5.8,19.0,14.1,17.3,8.9,43.7,25.0,5.2
7942,2013-01-09,2013,SAS,108.0,LAL,105.0,1671.9114245029848,1521.5892123054537,1674.1126263313704,1519.388010477068,108.9,41.1,80.8,32.2,58.4,8.9,22.4,17.8,21.9,8.0,43.0,26.6,10.6,5.1,107.1,38.3,84.2,27.8,54.7,10.5,29.5,20.0,26.7,12.0,43.5,21.1,8.6
7939,2013-01-09,2013,OKC,106.0,MIN,84.0,1666.8601252131134,1474.9625925396747,1672.390137055478,1469.4325806973102,106.3,38.5,80.2,31.6,63.1,6.9,17.1,22.4,27.1,12.0,43.8,21.5,8.1,7.4,96.5,37.0,84.7,30.6,64.5,6.4,20.2,16.1,22.6,14.6,46.7,22.0,6.4
7934,2013-01-09,2013,TOR,90.0,PHI,72.0,1454.9442844915013,1433.7973295288812,1466.1203052617925,1422.62130875859,97.3,36.2,82.0,27.9,57.1,8.3,24.9,16.6,22.3,9.7,39.4,24.3,8.6,5.1,93.1,37.0,84.4,29.8,64.4,7.2,20.0,11.9,16.6,10.6,43.0,21.8,7.5
7935,2013-01-09,2013,LAC,99.0,DAL,93.0,1660.807830929171,1422.9444455079276,1662.704610688625,1421.0476657484735,106.8,41.6,85.1,33.9,63.1,7.7,22.0,15.9,23.4,12.8,44.3,27.4,11.6,7.1,99.5,37.8,83.8,30.5,63.6,7.3,20.2,16.6,20.9,8.5,43.1,22.0,7.3
7933,2013-01-09,2013,NOP,88.0,HOU,79.0,1396.9879635603654,1604.8150119864642,1413.0945260389656,1588.708449507864,88.2,35.8,81.0,29.3,64.2,6.5,16.8,10.1,14.6,11.9,42.1,21.5,6.9,6.1,103.6,38.1,83.5,28.5,55.8,9.6,27.7,17.8,24.5,10.4,41.9,21.7,9.5
7932,2013-01-09,2013,CHO,102.0,UTA,112.0,1280.8790297465232,1520.5033178802398,1276.1338285078887,1525.2485191188744,98.9,36.8,81.5,29.9,64.5,6.9,17.0,18.4,24.7,10.3,40.3,22.4,5.2,6.1,95.3,36.2,83.1,30.6,66.6,5.6,16.5,17.3,22.9,13.4,41.2,22.7,8.9
7931,2013-01-09,2013,CLE,99.0,ATL,83.0,1322.1913062234885,1538.9839517265157,1346.0278387031758,1515.1474192468283,96.5,35.6,85.4,28.0,63.4,7.6,22.0,17.7,22.6,13.1,42.7,20.7,7.0,4.6,93.9,35.7,79.2,26.3,55.6,9.4,23.6,13.1,17.9,8.9,40.5,22.0,7.9
7936,2013-01-09,2013,GSW,87.0,MEM,94.0,1550.115765914487,1621.346418539456,1542.2076533556742,1629.2545310982687,104.4,39.0,82.8,29.9,61.9,9.1,20.9,17.3,20.8,11.2,46.5,24.4,7.0,4.9,94.1,36.5,80.4,31.4,66.2,5.1,14.2,16.0,19.7,12.5,42.9,22.4,8.8
7952,2013-01-10,2013,IND,81.0,NYK,76.0,1572.592538330818,1600.8996045098106,1578.9534663252296,1594.538676515399,93.9,34.4,80.3,26.6,60.7,7.8,19.6,17.3,23.3,13.7,46.9,20.6,6.7,6.4,100.0,37.2,85.1,26.1,56.2,11.1,28.9,14.5,19.9,11.7,41.2,20.0,8.1
7953,2013-01-10,2013,SAC,112.0,DAL,117.0,1410.4787037206845,1421.0476657484735,1402.3376634786603,1429.1887059904977,102.0,36.9,82.2,29.1,61.9,7.8,20.3,20.4,25.3,10.6,41.1,21.3,8.1,4.8,97.2,37.1,83.1,30.2,63.5,6.9,19.6,16.1,20.2,8.4,42.5,21.7,7.6
7955,2013-01-10,2013,POR,92.0,MIA,90.0,1478.4179661502972,1586.0463724188185,1484.2904813579714,1580.1738572111442,98.8,37.6,82.8,29.6,58.2,8.0,24.6,15.6,19.6,10.8,43.5,23.0,6.8,5.3,98.4,36.9,77.9,28.2,55.1,8.7,22.8,15.9,21.6,8.8,39.0,21.2,7.2
7977,2013-01-11,2013,LAL,101.0,OKC,116.0,1519.388010477068,1672.390137055478,1510.2377406765604,1681.5404068559856,101.6,36.9,83.4,28.4,57.9,8.5,25.5,19.3,30.0,13.4,47.2,23.7,5.9,6.3,105.0,37.2,80.0,30.2,58.8,7.0,21.2,23.6,27.3,11.1,43.2,20.4,9.0
7976,2013-01-11,2013,DEN,98.0,CLE,91.0,1604.997266294024,1346.0278387031758,1606.829812827976,1344.1952921692239,106.9,40.3,84.0,34.2,67.3,6.1,16.7,20.2,29.5,14.1,46.8,26.1,9.2,8.6,90.5,34.4,84.1,27.3,63.9,7.1,20.2,14.6,19.9,11.9,41.1,18.3,8.1
7973,2013-01-11,2013,GSW,103.0,POR,97.0,1542.2076533556742,1484.2904813579714,1547.0123051443293,1479.4858295693164,103.5,39.0,82.1,29.8,61.6,9.2,20.5,16.3,19.9,10.5,45.5,24.9,7.7,4.8,96.1,36.2,82.4,28.1,57.8,8.1,24.6,15.6,20.1,11.8,41.1,21.6,7.2
7969,2013-01-11,2013,NOP,104.0,MIN,92.0,1413.0945260389656,1469.4325806973102,1424.836054440633,1457.6910522956427,89.1,36.3,81.3,29.9,65.0,6.4,16.3,10.1,14.4,11.9,42.4,22.3,7.3,6.6,95.2,36.3,83.6,30.2,64.4,6.1,19.2,16.5,23.2,14.5,45.4,21.6,6.4
7966,2013-01-11,2013,TOR,99.0,CHO,78.0,1466.1203052617925,1276.1338285078887,1471.5281286602449,1270.7260051094363,95.7,36.1,79.0,28.3,55.4,7.8,23.6,15.7,21.2,9.0,37.9,24.8,8.9,4.6,94.6,34.5,82.9,28.7,66.3,5.8,16.6,19.8,28.3,14.0,43.8,18.0,7.2
7963,2013-01-11,2013,BOS,103.0,HOU,91.0,1532.9028873721084,1588.708449507864,1544.6205385511612,1576.9907983288113,95.3,37.4,79.8,32.4,63.6,5.0,16.2,15.5,20.5,7.6,39.2,22.0,10.5,4.9,102.4,38.1,82.4,28.3,54.1,9.8,28.3,16.4,22.7,9.9,40.9,21.4,10.0
7964,2013-01-11,2013,ATL,103.0,UTA,95.0,1515.1474192468283,1525.2485191188744,1522.7636860846644,1517.6322522810383,102.9,38.7,83.4,29.1,58.6,9.6,24.8,15.9,22.0,11.3,41.6,24.5,9.1,3.9,94.9,35.8,81.9,30.3,65.2,5.5,16.7,17.8,23.9,13.2,41.5,23.2,8.9
7961,2013-01-11,2013,BRK,99.0,PHO,79.0,1508.8354248195621,1422.839487766815,1517.7443741719483,1413.9305384144288,96.8,35.2,77.8,27.8,55.1,7.4,22.7,19.0,25.7,12.3,41.8,19.4,7.0,5.2,95.8,38.0,83.7,32.8,65.4,5.2,18.3,14.6,19.2,11.0,40.1,23.1,6.7
7960,2013-01-11,2013,MEM,101.0,SAS,98.0,1629.2545310982687,1674.1126263313704,1634.6509613867424,1668.7161960428966,90.0,35.0,84.4,30.4,70.8,4.6,13.6,15.4,19.8,14.9,46.0,19.5,10.2,5.9,105.0,39.0,83.5,29.1,58.6,9.9,24.9,17.1,21.1,8.3,41.3,24.8,8.0
7956,2013-01-11,2013,NYK,101.0,CHI,108.0,1594.538676515399,1555.8335283816857,1583.2488223992473,1567.1233824978374,102.3,36.9,82.8,26.2,53.0,10.7,29.8,17.8,24.2,10.5,39.9,19.9,8.7,3.2,92.9,35.0,80.0,30.6,65.9,4.4,14.1,18.5,22.9,12.4,43.1,21.1,7.4
7965,2013-01-11,2013,MIL,87.0,DET,103.0,1498.7148538610747,1442.2739867470775,1478.8951645009786,1462.0936761071737,100.2,37.9,88.6,31.2,71.4,6.7,17.2,17.7,23.2,15.8,47.3,21.7,8.3,8.3,94.1,34.9,85.6,28.4,67.5,6.5,18.1,17.8,23.9,15.3,47.7,18.0,5.8
7990,2013-01-12,2013,PHI,107.0,HOU,100.0,1422.62130875859,1576.9907983288113,1434.531427091814,1565.0806799955872,97.5,39.9,85.0,33.9,68.0,6.0,17.0,11.7,18.3,12.0,41.3,23.9,7.2,4.6,101.7,38.0,81.7,28.1,52.2,9.9,29.5,15.8,22.6,9.5,40.9,21.7,9.8
7992,2013-01-12,2013,LAC,101.0,ORL,104.0,1662.704610688625,1395.090635086394,1650.2686702443916,1407.5265755306275,105.5,40.9,84.0,32.8,61.6,8.1,22.4,15.6,23.4,13.1,44.1,26.9,10.7,7.1,99.4,39.4,83.3,33.0,62.9,6.4,20.4,14.2,16.9,8.9,42.5,25.6,5.1
7991,2013-01-12,2013,DET,87.0,UTA,90.0,1462.0936761071737,1517.6322522810383,1456.5335975876137,1523.1923308005983,94.5,36.5,79.1,29.5,60.9,7.0,18.2,14.5,21.1,12.1,44.1,18.8,5.8,7.0,92.7,34.9,81.2,29.2,64.3,5.7,16.9,17.2,23.1,12.3,41.0,23.5,8.9
7989,2013-01-12,2013,DAL,104.0,MEM,83.0,1429.1887059904977,1634.6509613867424,1457.0499148065612,1606.789752570679,98.4,38.5,87.9,31.4,66.3,7.1,21.6,14.3,18.8,9.9,41.3,22.5,8.7,6.5,94.0,36.9,79.3,32.0,64.9,4.9,14.4,15.3,19.1,12.0,42.0,22.6,8.9
7988,2013-01-12,2013,IND,96.0,CHO,88.0,1578.9534663252296,1270.7260051094363,1580.4442186120993,1269.2352528225665,92.1,33.9,80.2,26.5,61.1,7.4,19.1,16.9,23.0,13.6,47.1,20.2,6.9,6.2,93.3,34.3,82.8,29.4,67.4,4.9,15.4,19.8,28.2,14.6,43.4,17.6,7.3
7986,2013-01-12,2013,WAS,93.0,ATL,83.0,1333.155483944584,1522.7636860846644,1349.4724439843337,1506.4467260449146,97.7,36.6,84.2,29.3,63.8,7.3,20.4,17.2,23.2,10.8,44.9,23.8,7.2,4.8,92.9,36.0,79.9,26.6,55.8,9.4,24.1,11.5,15.9,8.6,40.7,21.9,7.3
7984,2013-01-12,2013,CHI,81.0,PHO,97.0,1567.1233824978374,1413.9305384144288,1542.0555062411267,1438.9984146711395,92.0,35.4,82.8,29.5,68.8,5.9,14.0,15.3,19.3,12.7,44.0,23.8,7.9,5.8,94.0,37.4,83.9,32.1,65.8,5.3,18.1,13.9,18.9,11.9,40.6,22.3,6.6
7983,2013-01-12,2013,SAC,99.0,MIA,128.0,1402.3376634786603,1580.1738572111442,1389.3276943005765,1593.183826389228,104.3,37.2,81.9,29.3,60.6,7.9,21.3,22.0,27.1,10.5,41.6,21.5,7.8,4.9,97.4,36.9,77.9,28.5,55.3,8.4,22.6,15.2,20.7,8.5,39.9,21.0,7.0
7995,2013-01-13,2013,DEN,116.0,GSW,105.0,1606.829812827976,1547.0123051443293,1613.6113412379877,1540.2307767343175,106.5,39.9,84.7,33.9,67.7,6.0,17.0,20.7,30.5,15.1,48.3,25.8,8.7,8.1,102.5,38.5,84.9,29.7,63.2,8.8,21.7,16.7,19.8,11.3,44.4,22.8,7.3
7996,2013-01-13,2013,TOR,96.0,MIL,107.0,1471.5281286602449,1478.8951645009786,1458.6594921710202,1491.7638009902032,95.5,36.1,79.5,27.9,54.6,8.2,24.9,15.1,20.1,10.1,38.6,24.9,8.9,4.8,90.9,33.6,81.8,27.1,63.9,6.5,17.9,17.2,23.6,12.4,42.0,19.3,9.9
7997,2013-01-13,2013,POR,83.0,OKC,87.0,1479.4858295693164,1681.5404068559856,1476.0301891742472,1684.9960472510547,97.7,36.4,83.0,28.6,58.2,7.8,24.8,17.1,20.8,11.3,44.7,22.4,7.1,4.9,106.6,37.9,80.8,30.6,59.1,7.3,21.7,23.5,27.7,11.5,44.5,21.0,9.2
7999,2013-01-13,2013,LAL,113.0,CLE,93.0,1510.2377406765604,1344.1952921692239,1516.1770930721118,1338.2559397736725,102.2,37.3,85.9,28.8,59.7,8.5,26.2,19.1,28.5,14.2,47.5,23.7,6.1,6.3,91.7,34.9,83.1,27.6,62.5,7.3,20.6,14.6,19.8,10.9,39.3,17.6,8.8
8002,2013-01-13,2013,NYK,100.0,NOP,87.0,1583.2488223992473,1424.836054440633,1587.8735585181994,1420.211318321681,101.2,36.9,83.2,26.3,54.2,10.6,29.0,16.8,22.8,11.0,40.1,19.6,8.9,3.3,92.5,35.7,81.1,29.0,61.6,6.7,19.5,14.4,17.8,11.1,40.3,19.7,6.4
8003,2013-01-13,2013,SAS,106.0,MIN,88.0,1668.7161960428966,1457.6910522956427,1673.0506494333683,1453.356598905171,109.8,41.5,80.3,32.1,58.3,9.4,22.0,17.4,21.1,7.5,43.0,27.0,10.3,5.3,94.9,36.3,82.3,30.4,63.5,5.9,18.8,16.4,23.0,13.0,43.3,21.8,6.6
8005,2013-01-13,2013,BRK,97.0,IND,86.0,1517.7443741719483,1580.4442186120993,1529.1270419717837,1569.061550812264,96.5,34.9,76.6,28.0,55.9,6.9,20.7,19.8,26.6,12.1,41.8,18.3,7.5,5.0,89.8,34.2,79.5,29.0,62.3,5.2,17.2,16.2,22.2,11.7,42.1,19.5,7.0
8020,2013-01-14,2013,MEM,73.0,LAC,99.0,1606.789752570679,1650.2686702443916,1586.3376231516295,1670.720799663441,89.8,35.2,84.9,31.1,71.9,4.1,13.0,15.3,19.1,14.6,44.9,18.6,10.2,5.6,98.2,36.2,79.5,29.6,58.6,6.6,20.9,19.2,27.6,11.2,41.7,22.0,10.5
8018,2013-01-14,2013,DAL,113.0,MIN,98.0,1457.0499148065612,1453.356598905171,1467.7053556882693,1442.701158023463,98.7,38.7,87.3,31.5,66.1,7.2,21.2,14.1,18.5,10.3,41.8,22.7,8.1,5.9,93.2,35.5,83.5,30.5,65.6,5.0,17.9,17.2,23.6,13.7,42.4,21.3,7.2
8017,2013-01-14,2013,UTA,104.0,MIA,97.0,1523.1923308005983,1593.183826389228,1532.1295253785013,1584.246631811325,101.5,36.7,79.7,29.6,62.3,7.1,17.4,21.0,26.7,10.2,41.2,22.1,7.8,6.2,100.4,37.8,78.2,29.0,54.6,8.8,23.6,16.0,21.5,9.0,40.6,22.1,7.6
8016,2013-01-14,2013,WAS,120.0,ORL,91.0,1349.4724439843337,1407.5265755306275,1371.1402216446616,1385.8587978702997,96.5,36.4,84.2,29.6,64.6,6.8,19.6,16.9,23.0,11.2,45.6,22.4,7.4,4.9,98.5,39.0,82.8,32.3,62.2,6.7,20.6,13.8,16.8,9.4,42.2,25.0,5.2
8011,2013-01-14,2013,BOS,100.0,CHO,89.0,1544.6205385511612,1269.2352528225665,1546.8052707006937,1267.050520673034,97.3,38.3,80.2,32.5,62.4,5.8,17.8,14.9,19.7,7.6,39.5,22.8,10.6,4.9,92.8,34.3,82.5,29.4,67.7,4.9,14.8,19.3,26.6,14.1,42.7,17.8,6.9
8010,2013-01-14,2013,CHI,97.0,ATL,58.0,1542.0555062411267,1506.4467260449146,1560.302171573056,1488.2000607129853,92.5,35.8,84.3,30.1,70.4,5.7,13.9,15.2,19.4,13.2,43.6,23.8,8.2,5.7,92.0,35.8,80.2,26.6,56.5,9.2,23.7,11.2,16.4,8.4,41.3,22.6,7.3
8009,2013-01-14,2013,PHO,90.0,OKC,102.0,1438.9984146711395,1684.9960472510547,1433.8405614391434,1690.1539004830508,92.3,36.7,82.2,30.3,63.7,6.4,18.5,12.5,16.6,10.0,38.3,22.9,7.7,6.4,103.7,37.2,79.1,29.9,57.2,7.3,21.9,22.0,26.2,10.3,44.6,20.9,8.7
8012,2013-01-14,2013,SAC,124.0,CLE,118.0,1389.3276943005765,1338.2559397736725,1394.2869572630827,1333.2966768111662,105.0,37.8,83.1,29.6,61.7,8.2,21.4,21.2,26.5,11.3,41.4,22.3,7.6,4.7,93.7,35.8,83.9,28.8,63.6,7.0,20.3,15.1,20.1,11.5,39.1,18.5,8.3
8024,2013-01-15,2013,PHI,99.0,NOP,111.0,1434.531427091814,1420.211318321681,1419.9903876232195,1434.7523577902755,97.3,39.7,84.6,33.8,67.8,5.9,16.8,12.0,18.5,11.6,41.3,23.4,7.3,4.7,92.2,35.5,81.5,29.2,61.5,6.3,20.0,14.9,18.7,11.4,41.6,19.5,6.5
8026,2013-01-15,2013,LAL,104.0,MIL,88.0,1516.1770930721118,1491.7638009902032,1526.3457371095153,1481.5951569527997,105.8,38.9,85.2,29.7,59.3,9.2,25.9,18.8,26.9,13.4,46.0,25.6,6.2,6.3,93.1,34.2,80.2,27.4,62.2,6.8,18.0,17.9,24.3,11.9,40.5,20.8,9.4
8029,2013-01-15,2013,HOU,109.0,LAC,117.0,1565.0806799955872,1670.720799663441,1557.5885072000056,1678.2129724590227,112.7,40.0,81.5,29.0,53.6,11.0,27.9,21.7,28.4,7.4,41.5,25.0,8.4,5.0,98.8,36.5,79.6,30.2,59.2,6.3,20.4,19.5,28.3,11.6,42.4,22.1,10.0
8030,2013-01-15,2013,CHO,76.0,IND,103.0,1267.050520673034,1569.061550812264,1260.2855492904957,1575.8265221948022,99.3,37.1,82.0,30.6,65.9,6.5,16.1,18.6,25.1,10.3,40.1,22.5,5.4,6.2,88.7,34.0,79.3,29.1,62.3,4.9,17.0,15.8,21.5,11.6,41.9,18.6,7.1
8031,2013-01-15,2013,BRK,113.0,TOR,106.0,1529.1270419717837,1458.6594921710202,1534.055342042367,1453.7311921004368,97.4,35.0,76.8,28.2,57.2,6.8,19.6,20.6,27.4,12.5,42.1,18.0,7.0,4.8,96.8,35.0,79.9,27.1,56.7,7.9,23.2,18.9,23.2,9.9,39.1,20.9,6.4
8034,2013-01-15,2013,DEN,115.0,POR,111.0,1613.6113412379877,1476.0301891742472,1616.2709098546443,1473.3706205575907,106.8,40.2,85.2,33.9,67.0,6.3,18.2,20.1,28.9,14.2,47.4,26.0,8.7,7.6,98.0,37.3,84.7,28.0,57.3,9.3,27.4,14.1,18.3,12.5,42.6,22.2,6.5
8047,2013-01-16,2013,ATL,109.0,BRK,95.0,1488.2000607129853,1534.055342042367,1500.6634278046529,1521.5919749506995,102.1,38.9,82.8,29.6,58.1,9.3,24.7,15.0,21.1,10.7,42.1,24.4,8.9,3.9,94.9,34.5,78.5,26.6,57.1,7.9,21.4,18.0,23.4,11.4,41.6,19.8,7.3
8052,2013-01-16,2013,BOS,78.0,NOP,90.0,1546.8052707006937,1434.7523577902755,1527.906305102455,1453.6513233885141,97.7,38.6,80.9,32.6,62.6,6.0,18.3,14.5,19.7,8.5,40.1,23.5,9.6,5.3,94.5,36.6,81.5,30.2,61.9,6.4,19.6,14.9,18.9,11.6,42.1,19.7,6.4
8051,2013-01-16,2013,GSW,75.0,MIA,92.0,1540.2307767343175,1584.246631811325,1525.0658117239827,1599.4115968216597,103.2,38.7,82.1,29.7,61.9,9.0,20.2,16.8,20.4,10.4,45.9,24.8,7.7,4.8,100.4,37.9,78.3,29.0,54.3,8.9,24.0,15.7,21.2,9.1,39.3,22.6,7.4
8048,2013-01-16,2013,SAC,95.0,WAS,94.0,1394.2869572630827,1371.1402216446616,1397.2268818682514,1368.2002970394929,106.7,38.3,83.3,29.8,61.5,8.5,21.8,21.6,26.4,11.9,40.7,22.9,7.9,4.7,80.4,31.7,81.1,26.3,64.0,5.4,17.1,11.6,16.2,10.1,42.9,17.9,5.9
8046,2013-01-16,2013,POR,88.0,CLE,93.0,1473.3706205575907,1333.2966768111662,1461.1787993506562,1345.4884980181007,98.0,36.6,84.1,29.0,59.3,7.6,24.8,17.2,20.8,11.4,44.2,22.5,7.0,4.9,97.4,37.5,85.0,30.6,65.3,6.9,19.7,15.5,20.6,12.1,38.9,18.4,8.2
8037,2013-01-16,2013,ORL,97.0,IND,86.0,1385.8587978702997,1575.8265221948022,1403.1901895577603,1558.4951305073416,95.6,38.0,81.7,29.8,59.9,8.2,21.8,11.4,15.1,11.0,43.1,22.3,6.6,4.8,89.8,34.2,80.6,29.3,63.6,4.9,17.0,16.5,22.3,12.6,44.3,19.1,7.0
8042,2013-01-16,2013,SAS,103.0,MEM,82.0,1673.0506494333683,1586.3376231516295,1682.2362539157896,1577.1520186692082,109.4,42.0,79.8,32.4,57.8,9.6,22.0,15.8,19.4,6.8,42.0,27.4,10.6,6.2,92.7,36.5,80.5,32.1,67.0,4.4,13.5,15.3,19.5,12.3,41.5,22.2,8.6
8040,2013-01-16,2013,OKC,117.0,DEN,97.0,1690.1539004830508,1616.2709098546443,1699.5954451063737,1606.8293652313214,106.3,38.2,80.3,30.6,62.1,7.6,18.2,22.3,26.5,11.4,43.0,21.3,8.3,6.7,100.9,39.7,84.7,34.1,65.9,5.6,18.8,15.9,23.9,12.1,45.4,23.6,7.6
8036,2013-01-16,2013,TOR,105.0,CHI,107.0,1453.7311921004368,1560.302171573056,1449.7585068381652,1564.2748568353277,96.3,36.0,80.5,27.9,56.1,8.1,24.4,16.2,21.1,11.1,39.5,25.3,8.5,4.7,94.8,35.1,77.3,30.4,63.7,4.7,13.6,19.9,24.4,11.4,42.2,21.7,7.1
8045,2013-01-16,2013,DAL,105.0,HOU,100.0,1467.7053556882693,1557.5885072000056,1475.7431873723506,1549.5506755159242,98.6,39.1,86.5,32.6,66.9,6.5,19.6,13.9,18.0,9.6,40.9,23.8,8.0,5.9,102.5,38.0,80.6,28.4,51.2,9.6,29.4,16.9,24.0,9.4,41.4,21.5,9.3
8057,2013-01-17,2013,DET,87.0,NYK,102.0,1456.5335975876137,1587.8735585181994,1446.5131428985833,1597.8940132072298,92.8,36.3,78.6,29.5,60.2,6.8,18.4,13.4,20.1,12.3,44.5,19.5,6.1,7.5,98.7,37.0,85.5,26.1,56.7,10.9,28.8,13.8,18.8,11.9,41.3,20.0,7.4
8058,2013-01-17,2013,MIN,77.0,LAC,90.0,1442.701158023463,1678.2129724590227,1436.9856825092484,1683.9284479732373,100.1,36.9,86.2,30.5,66.2,6.4,20.0,19.9,26.6,14.7,48.7,22.8,8.9,5.3,100.0,36.5,78.5,29.5,58.3,7.0,20.2,20.0,28.5,11.3,42.3,22.3,9.8
8059,2013-01-17,2013,LAL,90.0,MIA,99.0,1526.3457371095153,1599.4115968216597,1517.2570694834974,1608.5002644476776,104.0,38.4,84.9,29.9,59.4,8.5,25.5,18.7,27.0,12.7,46.0,25.3,5.6,6.4,99.5,37.4,78.4,28.5,54.3,8.9,24.1,15.8,21.4,9.2,40.1,22.3,7.9
8061,2013-01-17,2013,PHO,94.0,MIL,98.0,1433.8405614391434,1481.5951569527997,1427.3768805795662,1488.0588378123769,92.3,36.6,82.8,29.8,63.8,6.8,19.0,12.3,16.6,10.9,40.2,22.5,7.6,6.8,93.8,34.7,82.1,28.0,63.2,6.7,18.9,17.7,24.2,12.1,41.9,20.3,9.3
